work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FullTime,Computer Vision Engineer,210000,USD,210000,US,0,United States,Medium
2023,SE,FullTime,Data Architect,280100,USD,280100,US,100,United States,Medium
2023,SE,FullTime,Data Architect,168100,USD,168100,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,193500,USD,193500,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,139000,USD,139000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,150000,USD,150000,PT,100,United States,Medium
2022,EN,FullTime,AI Developer,300000,USD,300000,IN,50,India,Large
2023,SE,FullTime,Business Intelligence Engineer,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Business Intelligence Engineer,129300,USD,129300,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,225000,USD,225000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,185000,USD,185000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,45000,EUR,48289,ES,0,Spain,Medium
2023,SE,FullTime,Data Scientist,36000,EUR,38631,ES,0,Spain,Medium
2023,SE,FullTime,Data Scientist,105000,USD,105000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,70000,USD,70000,US,0,United States,Medium
2023,EN,FullTime,Machine Learning Engineer,163196,USD,163196,US,0,United States,Medium
2023,EN,FullTime,Machine Learning Engineer,145885,USD,145885,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,217000,USD,217000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,185000,USD,185000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,202800,USD,202800,US,0,United States,Large
2023,SE,FullTime,Data Analyst,104300,USD,104300,US,0,United States,Large
2023,SE,FullTime,Data Analyst,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,65000,USD,65000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,165000,USD,165000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,132300,USD,132300,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,179170,USD,179170,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,94300,USD,94300,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,152500,USD,152500,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,116450,USD,116450,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,247300,USD,247300,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,133800,USD,133800,US,0,United States,Medium
2023,SE,FullTime,Research Engineer,203000,USD,203000,US,0,United States,Medium
2023,SE,FullTime,Research Engineer,133000,USD,133000,US,0,United States,Medium
2023,EN,FullTime,Research Scientist,220000,USD,220000,US,50,United States,Large
2023,SE,FullTime,Data Scientist,150000,USD,150000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,289800,USD,289800,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,214000,USD,214000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,179820,USD,179820,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,143860,USD,143860,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,283200,USD,283200,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,188800,USD,188800,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,289800,USD,289800,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,214200,USD,214200,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129300,USD,129300,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,252000,USD,252000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,129000,USD,129000,US,0,United States,Medium
2023,MI,FullTime,Data Analytics Manager,155000,USD,155000,US,0,United States,Medium
2023,MI,FullTime,Data Analytics Manager,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,161800,USD,161800,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,141600,USD,141600,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,342300,USD,342300,US,0,United States,Large
2023,SE,FullTime,Machine Learning Engineer,176100,USD,176100,US,0,United States,Large
2023,MI,FullTime,Data Engineer,100000,USD,100000,US,100,United States,Medium
2023,MI,FullTime,Data Engineer,70000,USD,70000,US,100,United States,Medium
2023,EN,FullTime,Data Engineer,85000,USD,85000,US,0,United States,Medium
2023,EN,FullTime,Data Engineer,65000,USD,65000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,138784,USD,138784,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,83270,USD,83270,US,100,United States,Medium
2023,EN,FullTime,Data Analyst,75000,USD,75000,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,70000,USD,70000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,204500,USD,204500,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,138900,USD,138900,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,318300,USD,318300,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,212200,USD,212200,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,95000,USD,95000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,75000,USD,75000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,195000,USD,195000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,160000,USD,160000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,230000,USD,230000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,143200,USD,143200,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,100000,USD,100000,US,100,United States,Medium
2023,MI,FullTime,Data Engineer,70000,USD,70000,US,100,United States,Medium
2023,MI,FullTime,Business Data Analyst,105000,USD,105000,US,50,United States,Large
2023,MI,FullTime,Applied Data Scientist,1700000,INR,20670,IN,100,India,Large
2023,MI,FullTime,Data Analyst,38000,GBP,46178,GB,0,United Kingdom,Medium
2023,MI,FullTime,Data Analyst,35000,GBP,42533,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,115000,USD,115000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,168400,USD,168400,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,105200,USD,105200,US,0,United States,Medium
2023,SE,FullTime,Applied Scientist,309400,USD,309400,US,0,United States,Large
2023,SE,FullTime,Applied Scientist,159100,USD,159100,US,0,United States,Large
2023,SE,FullTime,Machine Learning Engineer,190000,USD,190000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,150000,USD,150000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,162500,USD,162500,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,130000,USD,130000,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,150000,USD,150000,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,120000,USD,120000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,Applied Scientist,222200,USD,222200,US,0,United States,Large
2023,SE,FullTime,Applied Scientist,136000,USD,136000,US,0,United States,Large
2023,SE,FullTime,Data Engineer,241000,USD,241000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,155000,USD,155000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,220000,USD,220000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,190000,USD,190000,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,55000,GBP,66837,GB,0,United Kingdom,Medium
2023,MI,FullTime,Data Scientist,45000,GBP,54685,GB,0,United Kingdom,Medium
2020,EX,FullTime,Staff Data Analyst,15000,USD,15000,NG,0,Canada,Medium
2023,MI,FullTime,ETL Engineer,70000,GBP,85066,GB,100,United Kingdom,Medium
2023,MI,FullTime,ETL Engineer,47500,GBP,57723,GB,100,United Kingdom,Medium
2023,EN,FullTime,Data Analyst,85000,USD,85000,US,100,United States,Medium
2023,EN,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,160000,USD,160000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,140000,USD,140000,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Engineer,300000,USD,300000,US,0,United States,Medium
2023,MI,FullTime,Machine Learning Engineer,250000,USD,250000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,228000,USD,228000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,186000,USD,186000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,190000,USD,190000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,170000,USD,170000,US,0,United States,Medium
2023,MI,FullTime,Research Engineer,230000,USD,230000,US,0,United States,Medium
2023,MI,FullTime,Research Engineer,200000,USD,200000,US,0,United States,Medium
2023,SE,FullTime,Data Architect,180000,USD,180000,US,100,United States,Medium
2023,SE,FullTime,Data Architect,115000,USD,115000,US,100,United States,Medium
2023,SE,FullTime,Data Architect,200000,USD,200000,US,100,United States,Medium
2023,SE,FullTime,Data Architect,115000,USD,115000,US,100,United States,Medium
2023,EX,FullTime,Data Engineer,220000,USD,220000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,205000,USD,205000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,180000,USD,180000,US,0,United States,Medium
2023,MI,FullTime,Data Engineer,130000,USD,130000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,200000,USD,200000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,150000,USD,150000,US,100,United States,Medium
2023,SE,FullTime,Computer Vision Engineer,215000,USD,215000,US,0,United States,Medium
2023,SE,FullTime,Computer Vision Engineer,170000,USD,170000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,247500,USD,247500,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,172200,USD,172200,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,224000,USD,224000,CA,0,Canada,Medium
2023,SE,FullTime,Data Scientist,176000,USD,176000,CA,0,Canada,Medium
2023,SE,FullTime,Data Analyst,120000,USD,120000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,EN,FullTime,Data Engineer,1400000,INR,17022,IN,100,India,Large
2023,SE,FullTime,Data Analyst,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,120000,USD,120000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,128000,USD,128000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,81500,USD,81500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,115000,USD,115000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,185000,USD,185000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,140000,USD,140000,US,0,United States,Medium
2023,EX,FullTime,Head of Data,329500,USD,329500,US,0,United States,Medium
2023,EX,FullTime,Head of Data,269600,USD,269600,US,0,United States,Medium
2023,SE,FullTime,Data Quality Analyst,100000,USD,100000,US,0,United States,Medium
2023,SE,FullTime,Data Quality Analyst,80000,USD,80000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,250000,USD,250000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,162500,USD,162500,US,0,United States,Medium
2023,MI,FullTime,AI Developer,200000,USD,200000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,100000,USD,100000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,115000,USD,115000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,203500,USD,203500,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,152000,USD,152000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,239000,USD,239000,US,0,United States,Large
2023,SE,FullTime,Data Scientist,122900,USD,122900,US,0,United States,Large
2023,SE,FullTime,Data Scientist,237000,USD,237000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Science Manager,191765,USD,191765,US,0,United States,Medium
2023,SE,FullTime,Data Science Manager,134236,USD,134236,US,0,United States,Medium
2023,SE,FullTime,Analytics Engineer,190000,USD,190000,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,112000,USD,112000,US,100,United States,Medium
2022,SE,FullTime,Data Scientist,84000,EUR,88256,ES,100,United Kingdom,Large
2023,EN,FullTime,Data Engineer,85000,USD,85000,US,0,United States,Medium
2023,EN,FullTime,Data Engineer,65000,USD,65000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,135000,USD,135000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,105500,USD,105500,US,0,United States,Medium
2023,SE,FullTime,Research Engineer,293000,USD,293000,US,0,United States,Medium
2023,SE,FullTime,Research Engineer,185000,USD,185000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,80000,USD,80000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,70000,USD,70000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,220000,USD,220000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,160000,USD,160000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,145000,USD,145000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,200000,USD,200000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,148500,USD,148500,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,45000,EUR,48289,ES,0,Spain,Medium
2023,SE,FullTime,Data Scientist,36000,EUR,38631,ES,0,Spain,Medium
2023,SE,FullTime,Data Engineer,240500,USD,240500,US,0,United States,Large
2023,SE,FullTime,Data Engineer,123700,USD,123700,US,0,United States,Large
2023,SE,FullTime,Analytics Engineer,152900,USD,152900,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,117100,USD,117100,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,173000,USD,173000,US,100,United States,Medium
2023,SE,FullTime,Analytics Engineer,113000,USD,113000,US,100,United States,Medium
2023,SE,FullTime,Applied Scientist,260000,USD,260000,US,0,United States,Large
2023,SE,FullTime,Applied Scientist,136000,USD,136000,US,0,United States,Large
2023,EX,FullTime,Data Engineer,175000,USD,175000,US,0,United States,Medium
2023,EX,FullTime,Data Engineer,110000,USD,110000,US,0,United States,Medium
2023,SE,FullTime,Applied Scientist,260000,USD,260000,US,0,United States,Large
2023,SE,FullTime,Applied Scientist,136000,USD,136000,US,0,United States,Large
2023,SE,FullTime,Research Scientist,130000,USD,130000,US,100,United States,Medium
2023,SE,FullTime,Research Scientist,110000,USD,110000,US,100,United States,Medium
2023,SE,FullTime,Applied Scientist,205000,USD,205000,US,100,United States,Medium
2023,SE,FullTime,Applied Scientist,184000,USD,184000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,149500,USD,149500,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,127075,USD,127075,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,195000,USD,195000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,160000,USD,160000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,219535,USD,219535,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,146115,USD,146115,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,170000,USD,170000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,135000,USD,135000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,145000,USD,145000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,199000,USD,199000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,162000,USD,162000,US,0,United States,Medium
2023,SE,FullTime,Applied Scientist,222200,USD,222200,US,0,United States,Large
2023,SE,FullTime,Applied Scientist,136000,USD,136000,US,0,United States,Large
2023,EX,FullTime,Analytics Engineer,221000,USD,221000,US,100,United States,Medium
2023,EX,FullTime,Analytics Engineer,153000,USD,153000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,187000,USD,187000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,128000,USD,128000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,210000,USD,210000,US,0,United States,Medium
2023,SE,FullTime,Research Scientist,136000,USD,136000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,100000,USD,100000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,179000,USD,179000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,109000,USD,109000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,245000,USD,245000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,180000,USD,180000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,142000,USD,142000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,75000,USD,75000,US,100,United States,Medium
2023,SE,FullTime,Data Manager,198800,USD,198800,US,0,United States,Medium
2023,SE,FullTime,Data Manager,105200,USD,105200,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,125000,USD,125000,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,112000,USD,112000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,210000,USD,210000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,155000,USD,155000,US,0,United States,Medium
2023,SE,FullTime,Data Manager,115000,USD,115000,US,100,United States,Medium
2023,SE,FullTime,Data Manager,86000,USD,86000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,165000,USD,165000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,139000,USD,139000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,106000,USD,106000,US,0,United States,Medium
2023,EN,FullTime,Data Analyst,55000,CAD,40663,CA,0,Canada,Large
2022,SE,FullTime,AI Developer,275000,USD,275000,CA,0,Canada,Small
2023,MI,FullTime,Machine Learning Engineer,280700,USD,280700,US,100,United States,Medium
2023,MI,FullTime,Machine Learning Engineer,150450,USD,150450,US,100,United States,Medium
2023,EN,FullTime,Data Scientist,70000,CAD,51753,CA,100,Canada,Large
2023,SE,FullTime,Data Architect,250500,USD,250500,US,0,United States,Medium
2023,SE,FullTime,Data Architect,159500,USD,159500,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,145000,USD,145000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,115000,USD,115000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,140000,USD,140000,US,0,United States,Medium
2023,SE,FullTime,Data Analyst,120000,USD,120000,US,0,United States,Medium
2023,EN,FullTime,Data Scientist,130001,USD,130001,US,100,United States,Medium
2023,EN,FullTime,Data Scientist,71907,USD,71907,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,93918,USD,93918,US,100,United States,Medium
2023,MI,FullTime,Data Scientist,51962,USD,51962,US,100,United States,Medium
2023,SE,FullTime,Data Analyst,175000,USD,175000,CA,100,Canada,Medium
2023,SE,FullTime,Data Analyst,135000,USD,135000,CA,100,Canada,Medium
2023,EN,FullTime,Data Engineer,85000,USD,85000,US,0,United States,Medium
2023,EN,FullTime,Data Engineer,65000,USD,65000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,257000,USD,257000,US,0,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,147000,USD,147000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,222000,USD,222000,US,100,United States,Medium
2023,SE,FullTime,Data Engineer,175000,USD,175000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,203000,USD,203000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,133200,USD,133200,US,100,United States,Medium
2023,EN,FullTime,Applied Scientist,213660,USD,213660,US,0,United States,Large
2023,EN,FullTime,Applied Scientist,130760,USD,130760,US,0,United States,Large
2023,SE,FullTime,Data Engineer,221000,USD,221000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,147000,USD,147000,US,0,United States,Medium
2023,SE,FullTime,Data Quality Analyst,100000,USD,100000,US,0,United States,Medium
2023,SE,FullTime,Data Quality Analyst,80000,USD,80000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,185900,USD,185900,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,129300,USD,129300,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,238000,USD,238000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,156000,USD,156000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,304000,USD,304000,US,100,United States,Medium
2023,SE,FullTime,Machine Learning Engineer,199000,USD,199000,US,100,United States,Medium
2023,MI,FullTime,Big Data Engineer,45000,EUR,48289,ES,100,Spain,Medium
2023,SE,FullTime,Data Engineer,150000,USD,150000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,130000,USD,130000,US,0,United States,Medium
2023,SE,FullTime,Data Scientist,140000,USD,140000,US,100,United States,Medium
2023,SE,FullTime,Data Scientist,110000,USD,110000,US,100,United States,Medium
2023,MI,FullTime,Data Analyst,90000,USD,90000,US,0,United States,Medium
2023,MI,FullTime,Data Analyst,75000,USD,75000,US,0,United States,Medium
2023,MI,FullTime,Research Scientist,161200,GBP,195895,GB,0,United Kingdom,Medium
2023,MI,FullTime,Research Scientist,84570,GBP,102772,GB,0,United Kingdom,Medium
2023,SE,FullTime,Data Engineer,240000,USD,240000,US,0,United States,Medium
2023,SE,FullTime,Data Engineer,183600,USD,183600,US,0,United States,Medium
